"tier","id","wallet","name","tierV2","badges","streaming","portal_link"
"Platinum","55141","0x0bf4eef74128264c917a1d053dd123ae079564a6","0xZeen","11","32","yes","https://portal.abs.xyz/profile/0x0bf4eef74128264c917a1d053dd123ae079564a6"
"Platinum","55169","0x89031687542543150ae84cc86dab3d99d3185329","0x89031687542543150ae84cc86dab3d99d3185329","10","5","no","https://portal.abs.xyz/profile/0x89031687542543150ae84cc86dab3d99d3185329"
"Platinum","55185","0x3f064dfdbde340f87944ca481e1ba6b448f824fa","WealthCreator","10","40","yes","https://portal.abs.xyz/profile/0x3f064dfdbde340f87944ca481e1ba6b448f824fa"
"Platinum","55431","0x14973a0ac7065f39abaee7ec0942429fb540e9e5","TheFrogfather","10","20","yes","https://portal.abs.xyz/profile/0x14973a0ac7065f39abaee7ec0942429fb540e9e5"
"Platinum","55647","0x61d99454a77c67c4f21faffa8a317adaaf15e7b4","DzoT","10","37","no","https://portal.abs.xyz/profile/0x61d99454a77c67c4f21faffa8a317adaaf15e7b4"
"Platinum","55752","0x1a61b47f9e0c9a62daf998f8f0244c691785403f","TheBones","10","37","no","https://portal.abs.xyz/profile/0x1a61b47f9e0c9a62daf998f8f0244c691785403f"
"Platinum","55785","0xfff1f85d616d1ca73523b9301709d6ddb39c70ed","0xfff1f85d616d1ca73523b9301709d6ddb39c70ed","11","18","no","https://portal.abs.xyz/profile/0xfff1f85d616d1ca73523b9301709d6ddb39c70ed"
"Platinum","55813","0xce37f1bd061d2a0fd4804c1e41b318387abb99ea","Pandaone","10","16","yes","https://portal.abs.xyz/profile/0xce37f1bd061d2a0fd4804c1e41b318387abb99ea"
"Platinum","56012","0x4c29f19da1324c485dd40fd146cbd38956ec3c8c","Arcanum","10","37","no","https://portal.abs.xyz/profile/0x4c29f19da1324c485dd40fd146cbd38956ec3c8c"
"Platinum","56331","0xd281669d7b553d510439316cd2cd57af9f962bc6","da1r","10","13","no","https://portal.abs.xyz/profile/0xd281669d7b553d510439316cd2cd57af9f962bc6"
"Platinum","56333","0x51a77424e86697af3cd160e17abf048e596e6ee9","0x51a77424e86697af3cd160e17abf048e596e6ee9","10","9","no","https://portal.abs.xyz/profile/0x51a77424e86697af3cd160e17abf048e596e6ee9"
"Platinum","56383","0x3bae1cef7f3d5d362b175a65c1051f530543db32","Theonlywill","10","29","yes","https://portal.abs.xyz/profile/0x3bae1cef7f3d5d362b175a65c1051f530543db32"
"Platinum","56598","0xb906a3a27b330a2c2be42b4bc8ef090efe9f9fc7","dalaoge","11","39","yes","https://portal.abs.xyz/profile/0xb906a3a27b330a2c2be42b4bc8ef090efe9f9fc7"
"Platinum","57014","0x64b849f34824c42cafa93393aed1303b56c1bb09","Cocojambo","10","26","yes","https://portal.abs.xyz/profile/0x64b849f34824c42cafa93393aed1303b56c1bb09"
"Platinum","57088","0x91972e34cc6d380dcbf64061e7b3e5b84aaec442","pa3gBa","10","39","yes","https://portal.abs.xyz/profile/0x91972e34cc6d380dcbf64061e7b3e5b84aaec442"
"Platinum","57129","0xffe6cea1bb96f61bb858a28a1f4924527432b5a4","0xffe6cea1bb96f61bb858a28a1f4924527432b5a4","10","16","no","https://portal.abs.xyz/profile/0xffe6cea1bb96f61bb858a28a1f4924527432b5a4"
"Platinum","57413","0x9c991a85b090aae221ef8418e3ca29279bf2500a","Migs91","10","14","no","https://portal.abs.xyz/profile/0x9c991a85b090aae221ef8418e3ca29279bf2500a"
"Platinum","57460","0xa200e13c9ad755502ad29ee3afb01e9946b4f0d0","BlobMarley","10","30","no","https://portal.abs.xyz/profile/0xa200e13c9ad755502ad29ee3afb01e9946b4f0d0"
"Platinum","57585","0x769a42497c3b0cd27d0652759e8b281236c8951d","g4besz","12","40","yes","https://portal.abs.xyz/profile/0x769a42497c3b0cd27d0652759e8b281236c8951d"
"Platinum","57626","0x190e541e5b614eb6393f1f997a6092f48efecc4e","smo","10","41","no","https://portal.abs.xyz/profile/0x190e541e5b614eb6393f1f997a6092f48efecc4e"
"Platinum","57741","0x601bc96c11228736ef7a15caec201909f22766cc","0xv90","10","38","yes","https://portal.abs.xyz/profile/0x601bc96c11228736ef7a15caec201909f22766cc"
"Platinum","58032","0xd63ef16b2c38801bcd236c0646c6325333b38e5f","LewisAko","10","36","yes","https://portal.abs.xyz/profile/0xd63ef16b2c38801bcd236c0646c6325333b38e5f"
"Platinum","58090","0x07a85b98832561bc1db6345af14413b423d74159","0xRaf","10","19","yes","https://portal.abs.xyz/profile/0x07a85b98832561bc1db6345af14413b423d74159"
